parameter,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec,run_id,region_index,region,rank
alpha,0.6825455700377829,0.5755449757279752,0.015305348016253998,978.9451015871697,750.5398682841537,1.0046696061753642,11.127537386611762,copath_tau_mapt_REGION-RF_rank326_region1_iFRP,1,iFRP,326
beta,-0.18298839080704535,0.8234305587532972,0.026779273871546987,922.0849008343055,1176.9924895709585,1.0004890947658236,10.48121512741467,copath_tau_mapt_REGION-RF_rank326_region1_iFRP,1,iFRP,326
gamma,0.08292817513373103,0.0583708172060654,0.001476109495674881,1123.1138897807723,810.7385521866072,1.0030565848524546,12.766284623822363,copath_tau_mapt_REGION-RF_rank326_region1_iFRP,1,iFRP,326
sigma,0.11383933756914338,0.06232446346813328,0.002016029562032509,781.5082224473932,797.3955971103726,1.003177758917927,8.883298919549796,copath_tau_mapt_REGION-RF_rank326_region1_iFRP,1,iFRP,326
u0,0.008176121825022725,0.006000985342988305,0.0001716632080017497,892.1586584006826,698.9550665648283,1.003301856825227,10.141047552153255,copath_tau_mapt_REGION-RF_rank326_region1_iFRP,1,iFRP,326
alpha,1.6775832178502155,0.7708783773043384,0.024377314712563602,NaN,NaN,NaN,NaN,copath_tau_mapt_REGION-RF_rank319_region2_iMOp,2,iMOp,319
beta,0.2644818495184607,0.21679288902688126,0.006855593098530692,NaN,NaN,NaN,NaN,copath_tau_mapt_REGION-RF_rank319_region2_iMOp,2,iMOp,319
gamma,0.06632709680431759,0.06944980213288714,0.0021961955778794324,NaN,NaN,NaN,NaN,copath_tau_mapt_REGION-RF_rank319_region2_iMOp,2,iMOp,319
u0,0.023313096523728483,0.007728731339207925,0.0002444039445542046,NaN,NaN,NaN,NaN,copath_tau_mapt_REGION-RF_rank319_region2_iMOp,2,iMOp,319
sigma,0.04746650906519389,0.014368704436172003,0.00045437833044069013,NaN,NaN,NaN,NaN,copath_tau_mapt_REGION-RF_rank319_region2_iMOp,2,iMOp,319
alpha,1.2333021718808328,0.7833394640808203,0.07418524708413904,119.33576204808543,349.6154875226275,1.0401662027707361,0.5926870628719842,copath_tau_mapt_REGION-RF_rank324_region3_iMOs,3,iMOs,324
beta,0.42408713110632057,0.37024550301572134,0.02313163406508983,241.01943849150882,365.6232266997255,1.0284853516455739,1.1970351606505625,copath_tau_mapt_REGION-RF_rank324_region3_iMOs,3,iMOs,324
gamma,0.09943099032444391,0.07227547597374728,0.005550092683257276,94.45146759342474,75.29728028987444,1.049307474798478,0.4690979631850722,copath_tau_mapt_REGION-RF_rank324_region3_iMOs,3,iMOs,324
sigma,0.055965160396617926,0.013342986340277632,0.0009043560159800243,138.9856987961634,50.09805693059711,1.02597048989974,0.6902794618055565,copath_tau_mapt_REGION-RF_rank324_region3_iMOs,3,iMOs,324
u0,0.017774825572046016,0.007739275448685876,0.0010107525519974774,55.23839666701685,22.551758364210126,1.0836573662913511,0.27434427464534783,copath_tau_mapt_REGION-RF_rank324_region3_iMOs,3,iMOs,324
alpha,0.7184498486765851,0.5801767901261455,0.012670447487512795,1382.4244334610103,1000.5875593285006,1.0035436408891396,16.291416440334334,copath_tau_mapt_REGION-RF_rank329_region4_iSSp-n,4,iSSp-n,329
beta,-0.18386408894709574,0.9111810711367471,0.02147707529660119,1798.7500670123331,1584.8258912473675,1.0020128399593309,21.197676852695547,copath_tau_mapt_REGION-RF_rank329_region4_iSSp-n,4,iSSp-n,329
gamma,0.08074191249919555,0.06056994321727467,0.0015020473610552567,957.0545552782271,597.260991395353,1.0056323044308821,11.27857258506443,copath_tau_mapt_REGION-RF_rank329_region4_iSSp-n,4,iSSp-n,329
sigma,0.4108741196026944,0.4068585257503898,0.011002933306524106,1732.3807611041498,1676.7078615265823,1.006690496843979,20.41553645121323,copath_tau_mapt_REGION-RF_rank329_region4_iSSp-n,4,iSSp-n,329
u0,0.007930060692030696,0.006042989643011535,0.0001260932573981882,1325.3612218330359,939.1899870438442,1.0045066448562776,15.61894529359192,copath_tau_mapt_REGION-RF_rank329_region4_iSSp-n,4,iSSp-n,329
alpha,0.8400139287209583,0.5906938135397353,0.025147427074162537,517.4410498178937,688.0438952719571,1.0042998599682131,2.1855825919861025,copath_tau_mapt_REGION-RF_rank293_region5_iSSp-bfd,5,iSSp-bfd,293
beta,0.5766655176500491,0.42651539272305156,0.01917001361698468,531.962492854707,691.4833734275402,1.0079158780124091,2.2469186864512527,copath_tau_mapt_REGION-RF_rank293_region5_iSSp-bfd,5,iSSp-bfd,293
gamma,0.08565756292517578,0.06275655902177915,0.002103067827006242,540.9950015120085,577.5064254446405,1.0152537814365137,2.2850704598567635,copath_tau_mapt_REGION-RF_rank293_region5_iSSp-bfd,5,iSSp-bfd,293
sigma,0.0584251998039382,0.013096589688670446,0.0003504355164924294,1368.9032312337304,1655.5144987210451,1.0023453698947788,5.782013377854169,copath_tau_mapt_REGION-RF_rank293_region5_iSSp-bfd,5,iSSp-bfd,293
u0,0.016470705908351497,0.006931556489761072,0.00020191222616851661,1020.9847313084559,456.5354648061155,1.006027445431866,4.312465074459586,copath_tau_mapt_REGION-RF_rank293_region5_iSSp-bfd,5,iSSp-bfd,293
alpha,0.7060677363165084,0.563461469632458,0.025881632492095397,493.834678873774,745.1519875178609,1.0125025843778541,4.3541120357771605,copath_tau_mapt_REGION-RF_rank169_region6_iSSp-ll,6,iSSp-ll,169
beta,0.11584865092897906,0.885132001283064,0.04787953424465806,305.4565392966387,449.5554904952027,1.0116765427948171,2.693192785066204,copath_tau_mapt_REGION-RF_rank169_region6_iSSp-ll,6,iSSp-ll,169
gamma,0.08119973069538536,0.06094996267464523,0.0028857600070408495,378.6976770903227,395.3872848898571,1.014658487673409,3.338955695659619,copath_tau_mapt_REGION-RF_rank169_region6_iSSp-ll,6,iSSp-ll,169
sigma,0.2270723135542874,0.11070196721877472,0.004706000591765436,278.90916366782955,157.23918151034744,1.0101142030469032,2.459126096984866,copath_tau_mapt_REGION-RF_rank169_region6_iSSp-ll,6,iSSp-ll,169
u0,0.008335978636349922,0.0060362239672286915,0.0002667341370215606,397.5761044732931,491.5623252865527,1.0053465199379459,3.5054057069714957,copath_tau_mapt_REGION-RF_rank169_region6_iSSp-ll,6,iSSp-ll,169
alpha,1.2761247932211581,0.8085347093072979,0.03645305888876357,444.65998024582996,542.7339158994521,1.0026396477783566,2.3499629016268364,copath_tau_mapt_REGION-RF_rank305_region7_iSSp-m,7,iSSp-m,305
beta,0.40668338666189663,0.3188494216505152,0.0153573715226838,670.813422067941,509.9692969716918,1.0009807437458969,3.54515073495371,copath_tau_mapt_REGION-RF_rank305_region7_iSSp-m,7,iSSp-m,305
gamma,0.11467439368474303,0.07363135931014084,0.0030105600638268243,490.43307492415784,426.9680658194584,1.0020017732955293,2.591867006258101,copath_tau_mapt_REGION-RF_rank305_region7_iSSp-m,7,iSSp-m,305
sigma,0.07056832742633112,0.017538229800454615,0.0007581114703892086,383.97549431078545,226.8573672672544,1.0093188059796177,2.029254277089026,copath_tau_mapt_REGION-RF_rank305_region7_iSSp-m,7,iSSp-m,305
u0,0.01722194580663635,0.006871191090874464,0.00021581883874446443,957.3152520001885,1060.9757569350181,1.0063707869787413,5.059270965015266,copath_tau_mapt_REGION-RF_rank305_region7_iSSp-m,7,iSSp-m,305
alpha,0.945423898132835,0.6613434634554604,0.03113687140207259,421.50816854734535,709.4513353135762,1.0008481954298434,,copath_tau_mapt_REGION-RF_rank296_region8_iSSp-ul,8,iSSp-ul,296
beta,0.48029439925614464,0.3670377100302947,0.014737728689934507,557.2411541231498,891.1418218079023,1.0012014935641615,,copath_tau_mapt_REGION-RF_rank296_region8_iSSp-ul,8,iSSp-ul,296
gamma,0.09227573995197466,0.06537222293390245,0.0023814649026376853,565.7124927588243,414.831899066435,1.0075864157886434,,copath_tau_mapt_REGION-RF_rank296_region8_iSSp-ul,8,iSSp-ul,296
u0,0.016595893903199356,0.006937135577316328,0.00024574276855813404,695.965888980736,543.2143561760034,1.0072549874735972,,copath_tau_mapt_REGION-RF_rank296_region8_iSSp-ul,8,iSSp-ul,296
sigma,0.07664592026850586,0.017277999307155845,0.0005705010992930693,803.9461376299707,791.5988718111264,1.0069318567973964,,copath_tau_mapt_REGION-RF_rank296_region8_iSSp-ul,8,iSSp-ul,296
alpha,0.7165796566286472,0.5830308234019775,0.011850676033428476,1673.717208703802,1375.1442952100447,1.0005205448088161,21.06629589306233,copath_tau_mapt_REGION-RF_rank137_region9_iSSp-tr,9,iSSp-tr,137
beta,-0.22541351439302348,0.8952251943017718,0.02296900507025963,1545.8018236754801,1560.3446622236097,1.0012801855119156,19.456284753624672,copath_tau_mapt_REGION-RF_rank137_region9_iSSp-tr,9,iSSp-tr,137
gamma,0.08144350030104026,0.06085178952372871,0.0013321154409953013,1381.6025444487384,1251.5769172427351,1.0006194271005637,17.389585203885947,copath_tau_mapt_REGION-RF_rank137_region9_iSSp-tr,9,iSSp-tr,137
sigma,0.34699447630723085,0.23691669776864863,0.006367237579455156,1934.3395627056343,1565.8130639564727,1.0026926891606869,24.34662759856053,copath_tau_mapt_REGION-RF_rank137_region9_iSSp-tr,9,iSSp-tr,137
u0,0.007944947626134787,0.0061639996351199,0.00012587867329346436,1649.0529651552429,1131.4022547596946,1.000621878526982,20.75585859226234,copath_tau_mapt_REGION-RF_rank137_region9_iSSp-tr,9,iSSp-tr,137
alpha,0.6592752256976692,0.5572647168644309,0.01980996559314998,719.1735466503474,895.2208791356563,1.0072961956626607,7.673721941659081,copath_tau_mapt_REGION-RF_rank238_region10_iSSp-un,10,iSSp-un,238
beta,-0.16080729982539907,0.7924350393071159,0.024965915521895556,1018.0883872643451,1423.2402162344024,1.003315603529449,10.863201562803114,copath_tau_mapt_REGION-RF_rank238_region10_iSSp-un,10,iSSp-un,238
gamma,0.07777441114159961,0.05985352658659052,0.0018951733839847307,674.1568322395512,707.952333931678,1.0030591005454799,7.193384823136731,copath_tau_mapt_REGION-RF_rank238_region10_iSSp-un,10,iSSp-un,238
sigma,0.09321930049103036,0.02344091086870156,0.0007884373959748469,762.5732205584908,647.6918027927611,1.0099478829111461,8.136804922785036,copath_tau_mapt_REGION-RF_rank238_region10_iSSp-un,10,iSSp-un,238
u0,0.009088928701537335,0.006189532771243217,0.00019350987672322326,843.6289503692287,880.4464779319314,1.0060613995094134,9.001685361231221,copath_tau_mapt_REGION-RF_rank238_region10_iSSp-un,10,iSSp-un,238
alpha,1.0140467697245097,0.6334302467978445,0.02153599445093285,775.1845630766685,859.6613670738612,1.0037066261652028,3.2794277093327997,copath_tau_mapt_REGION-RF_rank263_region11_iSSs,11,iSSs,263
beta,0.5141729929957722,0.3346004756662211,0.012347488433984827,843.1130828312653,989.7083371489091,1.002954792825887,3.566800137200862,copath_tau_mapt_REGION-RF_rank263_region11_iSSs,11,iSSs,263
gamma,0.08501803641848975,0.06576404769949208,0.0018438465840099408,670.8882320411911,355.9647765907879,1.0039188774863372,2.8382008141247965,copath_tau_mapt_REGION-RF_rank263_region11_iSSs,11,iSSs,263
sigma,0.08236122688596959,0.016376807493366122,0.00042127459552855715,1400.873224744516,1556.2026895650756,1.002549367211292,5.926411192008207,copath_tau_mapt_REGION-RF_rank263_region11_iSSs,11,iSSs,263
u0,0.014866346034450167,0.006575544135419296,0.00017385867113273949,1273.970752933294,1138.67115512881,1.0026174888458017,5.389548743678744,copath_tau_mapt_REGION-RF_rank263_region11_iSSs,11,iSSs,263
alpha,1.1456631500086287,0.7563255309775913,0.032749777381672895,523.2600753913265,864.0120413627991,1.006497771506567,2.8736816762938955,copath_tau_mapt_REGION-RF_rank286_region12_iGU,12,iGU,286
beta,0.41249836916799715,0.3375936541443705,0.015121849957332862,579.5984101236735,576.4111681737041,1.004756933374687,3.1830850644124706,copath_tau_mapt_REGION-RF_rank286_region12_iGU,12,iGU,286
gamma,0.10053471879243218,0.07269952332055556,0.0025357988869121285,619.9334201662851,480.02507759327335,1.0010792985090855,3.4046001096524474,copath_tau_mapt_REGION-RF_rank286_region12_iGU,12,iGU,286
sigma,0.08429928603742545,0.02015360792897929,0.0009629375112393223,427.472822908934,575.1408315123524,1.0021509491554657,2.347629555701033,copath_tau_mapt_REGION-RF_rank286_region12_iGU,12,iGU,286
u0,0.014928435077609912,0.006605438091438205,0.00023302119205751155,680.0496061430754,547.5008571673665,1.0021898481442306,3.7347510044268697,copath_tau_mapt_REGION-RF_rank286_region12_iGU,12,iGU,286
alpha,1.0341399487040859,0.4957141450911914,0.015675857668513413,NaN,NaN,NaN,NaN,copath_tau_mapt_REGION-RF_rank341_region13_iVISC,13,iVISC,341
beta,0.30934472991710843,0.4825650964189853,0.015260048239827573,NaN,NaN,NaN,NaN,copath_tau_mapt_REGION-RF_rank341_region13_iVISC,13,iVISC,341
gamma,0.11510292310567331,0.047872243230015356,0.001513853253084245,NaN,NaN,NaN,NaN,copath_tau_mapt_REGION-RF_rank341_region13_iVISC,13,iVISC,341
u0,0.0059330137070925425,0.0037307940981034368,0.00011797806831120535,NaN,NaN,NaN,NaN,copath_tau_mapt_REGION-RF_rank341_region13_iVISC,13,iVISC,341
sigma,0.05573685171061376,0.014131614915759686,0.0004468809015020911,NaN,NaN,NaN,NaN,copath_tau_mapt_REGION-RF_rank341_region13_iVISC,13,iVISC,341
alpha,1.2308993659110044,0.8328227134403464,0.040437508441234934,428.8733939257852,372.527706867497,1.0097941661507377,2.2115425753553444,copath_tau_mapt_REGION-RF_rank299_region14_iAUDd,14,iAUDd,299
beta,0.4258813587673679,0.41551231594635285,0.01968341147755138,486.45351286979496,573.8831029847147,1.013272976093627,2.508462100656413,copath_tau_mapt_REGION-RF_rank299_region14_iAUDd,14,iAUDd,299
gamma,0.10842171442126976,0.0724339458088165,0.002558588496959559,699.251688782641,649.0319232307171,1.0062364778344297,3.6057841370769164,copath_tau_mapt_REGION-RF_rank299_region14_iAUDd,14,iAUDd,299
sigma,0.07144141095772401,0.021088696803691027,0.001083981788605944,302.56740378906966,104.75823700381834,1.0206988137710502,1.5602289740315567,copath_tau_mapt_REGION-RF_rank299_region14_iAUDd,14,iAUDd,299
u0,0.017613799660627174,0.007476800851328815,0.0002354835639631839,875.6168510671549,646.6568259957917,1.005021077980925,4.515234503375814,copath_tau_mapt_REGION-RF_rank299_region14_iAUDd,14,iAUDd,299
alpha,0.8702708291949418,0.48805746468053296,0.01536337324542268,837.7954910800795,1168.4342238408497,1.0045327659633614,4.113474628592581,copath_tau_mapt_REGION-RF_rank155_region15_iAUDp,15,iAUDp,155
beta,0.681746945109445,0.36241409869925584,0.013967549154993895,846.5963072561386,827.6028659736545,1.0059670415862192,4.156685572595699,copath_tau_mapt_REGION-RF_rank155_region15_iAUDp,15,iAUDp,155
gamma,0.0820803573648633,0.059168310595431775,0.0013622532923780503,1352.8313259985582,885.4525054268562,1.0012841037517757,6.642238345167247,copath_tau_mapt_REGION-RF_rank155_region15_iAUDp,15,iAUDp,155
sigma,0.11469938055359072,0.024495338048431986,0.0008206076885846593,664.0919521706184,282.91518124720477,1.0032583601714486,3.2606112415150825,copath_tau_mapt_REGION-RF_rank155_region15_iAUDp,15,iAUDp,155
u0,0.01130099664817978,0.006508192458013533,0.00022290548923934911,559.4477766653081,322.01122981190935,1.004283715863545,2.7468209841622424,copath_tau_mapt_REGION-RF_rank155_region15_iAUDp,15,iAUDp,155
alpha,0.8221187918288794,0.4350585802535367,0.013168053185675653,899.372974230862,896.7706196837977,1.0014752927889057,5.024710733732957,copath_tau_mapt_REGION-RF_rank106_region16_iAUDpo,16,iAUDpo,106
beta,0.8095782573647493,0.39653686704253993,0.016227764081945754,767.4277632202433,712.4726234143867,1.004167313099313,4.287545467457641,copath_tau_mapt_REGION-RF_rank106_region16_iAUDpo,16,iAUDpo,106
gamma,0.07814153697136157,0.05848201201280437,0.0014660749497838984,1127.1812669601536,839.6133151932412,1.001241532568233,6.297453863121703,copath_tau_mapt_REGION-RF_rank106_region16_iAUDpo,16,iAUDpo,106
sigma,0.19557968600311854,0.04103396532693604,0.001784580354862001,704.23720045349,488.6698034479296,1.0036579685431901,3.934505840848595,copath_tau_mapt_REGION-RF_rank106_region16_iAUDpo,16,iAUDpo,106
u0,0.008732751471727597,0.005895196469252254,0.000140882837583568,1051.1470699055399,479.6474676586349,1.002036923148423,5.872658080929325,copath_tau_mapt_REGION-RF_rank106_region16_iAUDpo,16,iAUDpo,106
alpha,1.2549696797591439,0.7457000459889973,0.029821546598213348,546.4536790241459,792.3668311315821,1.005222450123596,2.5984606632658545,copath_tau_mapt_REGION-RF_rank288_region17_iAUDv,17,iAUDv,288
beta,0.42298813123397094,0.31312336102998767,0.012898380891382727,744.5888074136145,859.5166657502074,1.0036995836168932,3.540619819464736,copath_tau_mapt_REGION-RF_rank288_region17_iAUDv,17,iAUDv,288
gamma,0.09872066461718612,0.06746104387850226,0.001990931076588428,842.4286467953015,564.6887355805526,1.001890521634264,4.005861401125547,copath_tau_mapt_REGION-RF_rank288_region17_iAUDv,17,iAUDv,288
sigma,0.08012822371151283,0.018192009493101336,0.0007259474114115919,590.4457828766766,530.3063456012432,1.0052491704395605,2.807649027701875,copath_tau_mapt_REGION-RF_rank288_region17_iAUDv,17,iAUDv,288
u0,0.017013146120673762,0.006777811717351319,0.00018795650054383606,1195.1359477539972,1274.1850017711192,1.0033807162400536,5.683032005639576,copath_tau_mapt_REGION-RF_rank288_region17_iAUDv,17,iAUDv,288
alpha,0.9720360284362626,0.5973212750225808,0.021843184517480477,660.7080347878419,1030.5173067434087,1.00448478186331,3.961910681425011,copath_tau_mapt_REGION-RF_rank222_region18_iVISal,18,iVISal,222
beta,0.5388452217341051,0.39001585861795635,0.014333171194467642,708.72621301673,887.7514910648105,1.0081867405519218,4.24984986667904,copath_tau_mapt_REGION-RF_rank222_region18_iVISal,18,iVISal,222
gamma,0.08693219123056986,0.06344997284549189,0.0025049766397606107,467.7229107087882,457.8449922339587,1.012032853932506,2.804682701458869,copath_tau_mapt_REGION-RF_rank222_region18_iVISal,18,iVISal,222
sigma,0.14836521277351436,0.035508077678577075,0.0015382726677604687,422.51066736051774,287.0938727235609,1.0096069201677746,2.5335691983360884,copath_tau_mapt_REGION-RF_rank222_region18_iVISal,18,iVISal,222
u0,0.011882095761734785,0.0064936862025398645,0.0002176367871787221,744.9227836931451,657.0549729720509,1.0051883927306855,4.466901230432915,copath_tau_mapt_REGION-RF_rank222_region18_iVISal,18,iVISal,222
alpha,1.0008781674064162,0.6213502163329991,0.021312911005336617,699.5047911440996,779.2476020104825,1.0046975866844596,3.5785238429046444,copath_tau_mapt_REGION-RF_rank224_region19_iVISam,19,iVISam,224
beta,0.5786040984704491,0.3970742701337311,0.01657114093383294,732.5241979301903,807.2553313311821,1.0037369005314745,3.7474443934977737,copath_tau_mapt_REGION-RF_rank224_region19_iVISam,19,iVISam,224
gamma,0.08808056504015542,0.06444498849336079,0.0016417456887969197,917.4464514756593,712.1726572964492,1.002828261731081,4.69346892653031,copath_tau_mapt_REGION-RF_rank224_region19_iVISam,19,iVISam,224
sigma,0.10473100690379804,0.02322625102981388,0.0006073000105234361,1390.2938092932447,1292.509836643337,1.0009383689814304,7.112459568806151,copath_tau_mapt_REGION-RF_rank224_region19_iVISam,19,iVISam,224
u0,0.014327041707529456,0.006784661077792918,0.00018108395460782003,1264.5870693237375,1043.3436713928243,1.003481224476489,6.469369525835985,copath_tau_mapt_REGION-RF_rank224_region19_iVISam,19,iVISam,224
alpha,0.9295522323421312,0.5660190714454494,0.018301715091195346,834.7163032492639,1021.3067306457204,1.0043706700896986,3.068110589679058,copath_tau_mapt_REGION-RF_rank227_region20_iVISl,20,iVISl,227
beta,0.5559745673190605,0.3566268065472108,0.013433335867774116,887.4692158311689,913.3325304467069,1.0039987652089173,3.262010923360002,copath_tau_mapt_REGION-RF_rank227_region20_iVISl,20,iVISl,227
gamma,0.08419254235563199,0.0626342934548531,0.0016542463782957422,973.5534265326218,572.521632001922,1.0063334925896057,3.578424868348471,copath_tau_mapt_REGION-RF_rank227_region20_iVISl,20,iVISl,227
sigma,0.061246652119779955,0.013880003133713953,0.00044011672612812676,971.1746173971736,911.1828606722563,1.0029238711674349,3.569681239560003,copath_tau_mapt_REGION-RF_rank227_region20_iVISl,20,iVISl,227
u0,0.015654478786388704,0.006406413980026319,0.00018637415277803965,1082.4475215933426,1009.7977713239388,1.0024215844824615,3.978679571543775,copath_tau_mapt_REGION-RF_rank227_region20_iVISl,20,iVISl,227
alpha,1.1926815588934658,0.6642115213501986,0.020380161581775684,861.3397622102822,846.8381573704644,1.0011597314082514,5.619791100681039,copath_tau_mapt_REGION-RF_rank192_region21_iVISp,21,iVISp,192
beta,0.544734734216309,0.32802860122924,0.013822573513248199,879.6011741441685,691.906717168492,1.0024744221420547,5.738937255049413,copath_tau_mapt_REGION-RF_rank192_region21_iVISp,21,iVISp,192
gamma,0.09614813615512267,0.06542336128900145,0.0014699199900736035,1462.0911114847752,919.4710994431067,1.0025457326316802,9.539379205741378,copath_tau_mapt_REGION-RF_rank192_region21_iVISp,21,iVISp,192
sigma,0.14882317932233208,0.030558722213097744,0.0007708427615263028,1553.700687119259,1627.9995115121606,1.0020323947078666,10.137083735910451,copath_tau_mapt_REGION-RF_rank192_region21_iVISp,21,iVISp,192
u0,0.01298747258921104,0.006392480353658678,0.0001579145143416115,1280.4990149305956,651.8076420617988,1.00435168596194,8.354585825774263,copath_tau_mapt_REGION-RF_rank192_region21_iVISp,21,iVISp,192
alpha,0.7624608207471706,0.48163893611535985,0.018878028924297355,526.0845551743053,1044.0069994614557,1.0177337400915198,2.551467610659663,copath_tau_mapt_REGION-RF_rank258_region22_iVISpl,22,iVISpl,258
beta,0.6118764423838985,0.4660036511635603,0.018456241413831405,622.7123595510762,696.4121574702634,1.007507579787454,3.0201046590801464,copath_tau_mapt_REGION-RF_rank258_region22_iVISpl,22,iVISpl,258
gamma,0.08214663952360016,0.059727289913283105,0.0026457663695333804,466.578861885689,512.3440223513344,1.0087898808102314,2.262869803363366,copath_tau_mapt_REGION-RF_rank258_region22_iVISpl,22,iVISpl,258
sigma,0.10679186759860936,0.023231668079035574,0.0010495047871584907,439.1365509185017,461.8579115702121,1.0089670184550363,2.1297768111708275,copath_tau_mapt_REGION-RF_rank258_region22_iVISpl,22,iVISpl,258
u0,0.011062828969095839,0.006427180673972402,0.00028145120293095237,380.15516552448156,295.9951046679665,1.0028261922930426,1.8437218548248528,copath_tau_mapt_REGION-RF_rank258_region22_iVISpl,22,iVISpl,258
alpha,1.8976648486410945,0.6514206751003491,0.01756877058451765,1322.0116750694665,638.2307492825827,1.0010347513017612,12.599947342496964,copath_tau_mapt_REGION-RF_rank160_region23_iVISpm,23,iVISpm,160
beta,0.4216938813091995,0.1378984872304183,0.005185750358832775,1383.554648896687,780.7200989479851,1.0017549523939986,13.186506632514506,copath_tau_mapt_REGION-RF_rank160_region23_iVISpm,23,iVISpm,160
gamma,0.1230712944910758,0.06745884852025243,0.001688240706707898,1319.2461956315487,700.5920233812124,1.0016939074857332,12.573589863246495,copath_tau_mapt_REGION-RF_rank160_region23_iVISpm,23,iVISpm,160
sigma,0.13768101695310042,0.032440687505739536,0.0008948674943064209,1685.2331536138506,1563.6023507601467,1.0010908257465028,16.06177115966004,copath_tau_mapt_REGION-RF_rank160_region23_iVISpm,23,iVISpm,160
u0,0.014533284508378794,0.0069063381610543475,0.000127527176062665,2550.7836645510533,1562.977876322805,1.0026052865291677,24.31123753408297,copath_tau_mapt_REGION-RF_rank160_region23_iVISpm,23,iVISpm,160
alpha,0.9320820101441377,0.5802310963585721,0.020507129494780087,655.8132118954371,653.0737477947318,1.0152730852675427,3.0082484892339036,copath_tau_mapt_REGION-RF_rank235_region24_iVISli,24,iVISli,235
beta,0.5663291952217536,0.3853286293275039,0.017819927360353285,686.8363324507544,597.7399182600271,1.0090911264655051,3.1505531178218593,copath_tau_mapt_REGION-RF_rank235_region24_iVISli,24,iVISli,235
gamma,0.09100544324860202,0.06346655986842381,0.0017412670810226585,937.6052524343409,621.2843088222681,1.001729442524144,4.300842881742808,copath_tau_mapt_REGION-RF_rank235_region24_iVISli,24,iVISli,235
sigma,0.07952879494566231,0.01690402321045209,0.00048396526666822146,1124.8043605186017,968.0065712725776,1.002408805761587,5.159534691950192,copath_tau_mapt_REGION-RF_rank235_region24_iVISli,24,iVISli,235
u0,0.015248727250565306,0.006755614774807887,0.00019613589974744867,1028.9003508709702,645.2825323233877,1.0061150475925207,4.719618132019772,copath_tau_mapt_REGION-RF_rank235_region24_iVISli,24,iVISli,235
alpha,1.2173568492862863,0.5993480926474705,0.017182585598043372,888.3610176512958,484.6436963498719,1.0034525034962498,7.330195208027724,copath_tau_mapt_REGION-RF_rank123_region25_iVISpor,25,iVISpor,123
beta,0.5860265683251227,0.3065539724930517,0.013339061562127363,824.435182087652,562.0163987525872,1.0060891400105598,6.802719503660738,copath_tau_mapt_REGION-RF_rank123_region25_iVISpor,25,iVISpor,123
gamma,0.08617390929853522,0.06332460763320122,0.0015299894601562673,1144.001753299712,863.1677665689016,1.0016908165907152,9.439581435240873,copath_tau_mapt_REGION-RF_rank123_region25_iVISpor,25,iVISpor,123
sigma,0.22707862258201308,0.049856287272915835,0.001596121305490973,1134.5875271943833,1491.1587698377384,1.0038630507680042,9.361901174948704,copath_tau_mapt_REGION-RF_rank123_region25_iVISpor,25,iVISpor,123
u0,0.01138673389288514,0.00667388672430776,0.0001393275141463809,1799.9517848669755,1292.4575390422735,1.0004021111931856,14.8520676683855,copath_tau_mapt_REGION-RF_rank123_region25_iVISpor,25,iVISpor,123
alpha,1.0913031895221965,0.6987356651043708,0.02309255159700554,701.3840819636158,662.1011056988332,1.0029752132129985,3.619243636063304,copath_tau_mapt_REGION-RF_rank282_region26_iACAd,26,iACAd,282
beta,0.49631120495960745,0.35273724385862165,0.015815233997715925,741.8248383262884,540.8856717200384,1.0039303444477263,3.8279238069811004,copath_tau_mapt_REGION-RF_rank282_region26_iACAd,26,iACAd,282
gamma,0.09483476429186707,0.06683543045835619,0.0016597804351908673,1080.460295374127,825.7019576767347,1.0026490913969224,5.575331902463593,copath_tau_mapt_REGION-RF_rank282_region26_iACAd,26,iACAd,282
sigma,0.08736261784314751,0.02018483773483036,0.0005450852545957411,1382.5104248358302,1146.8543369501615,1.0003586120478625,7.133954398950582,copath_tau_mapt_REGION-RF_rank282_region26_iACAd,26,iACAd,282
u0,0.015433080520778925,0.007022850625580102,0.00017292500740412954,1436.2866097855842,864.9287840231804,1.0022476570831902,7.4114473163921515,copath_tau_mapt_REGION-RF_rank282_region26_iACAd,26,iACAd,282
alpha,1.2213336820994851,0.6645712244406555,0.03208145650045714,395.84179395477435,524.8180738745365,1.0196273898472819,2.9949896643270257,copath_tau_mapt_REGION-RF_rank168_region27_iACAv,27,iACAv,168
beta,0.5330785045539569,0.3692774327792017,0.022198266426071554,329.2197723665418,283.9905319681475,1.0175068516185788,2.4909189241461003,copath_tau_mapt_REGION-RF_rank168_region27_iACAv,27,iACAv,168
gamma,0.0931856150058445,0.06586061666683427,0.001994796642721916,827.6624204241306,848.0143428236554,1.0053600923468864,6.262199779251638,copath_tau_mapt_REGION-RF_rank168_region27_iACAv,27,iACAv,168
sigma,0.19116255456098175,0.04343332305268985,0.002248455966553883,339.84954481253703,230.70953030624977,1.0098591062014137,2.5713451426407072,copath_tau_mapt_REGION-RF_rank168_region27_iACAv,27,iACAv,168
u0,0.01218398299100443,0.006568764769017085,0.0001737406464116507,1236.1919945239524,1024.8316017972636,1.0016335799048948,9.353186811663582,copath_tau_mapt_REGION-RF_rank168_region27_iACAv,27,iACAv,168
